gene_human,gene,M_1_R1,M_1_R2,M_1_R3,M_2_R1,M_2_R2,M_2_R3,M_3_R1,M_3_R2,M_3_R3,H_1_R1,H_1_R2,H_1_R3,H_2_R1,H_2_R2,H_2_R3,H_3_R1,H_3_R2,H_3_R3,Gene description,Gene stable ID,Human gene stable ID,Protein stable ID,Protein.Group,Protein.Ids,Protein.Names,Protein.Group,Protein.Ids,Protein.Names
RASA2,Rasa2,0,0,491.2624611,1065.414679,0,1626.096531,546.8609934,640.2805262,0,5886.532103,5423.792158,5392.380397,6017.824774,7475.098789,4963.754491,5454.547612,5979.008447,6004.2961,RAS p21 protein activator 2 [Source:MGI Symbol;Acc:MGI:2149960],ENSMUSG00000032413,ENSG00000155903,ENSMUSP00000034984,Q15283,Q15283;A0A0A0MSJ9,RASA2_HUMAN,P58069,P58069,RASA2_MOUSE
ALMS1,Alms1,940.3244878,583.8347901,821.9603791,1082.738963,683.0694111,711.5912006,607.9699717,535.3776413,600.3269565,1193.508734,1614.512667,1330.004283,1725.822762,1487.901301,1294.975224,1246.039645,1356.976328,1659.39245,"ALMS1, centrosome and basal body associated [Source:MGI Symbol;Acc:MGI:1934606]",ENSMUSG00000063810,ENSG00000116127,ENSMUSP00000071904,Q8TCU4,Q8TCU4;A0A087WTU9;H7C1D9;A0A087WV20,ALMS1_HUMAN,Q8K4E0,Q8K4E0;A0A1D5RMI8,ALMS1_MOUSE
RNF168,Rnf168,3987.89333,2074.578121,2556.413941,1100.430998,2596.596747,1410.450792,0,0,1705.759494,2735.060872,3382.661995,3553.333111,4534.597317,3745.27455,4570.353107,5322.205696,3312.908715,3164.476719,ring finger protein 168 [Source:MGI Symbol;Acc:MGI:1917488],ENSMUSG00000014074,ENSG00000163961,,Q8IYW5,Q8IYW5,RN168_HUMAN,Q80XJ2,Q80XJ2;E9PYW4,RN168_MOUSE
UHRF1BP1L,Uhrf1bp1l,1787.394154,1252.548919,1509.387913,1118.768818,1631.580778,0,1675.473457,1545.460366,1772.648414,2395.412569,2751.655662,2169.060039,2494.215176,2134.056238,2338.843035,2248.069641,2620.438434,2581.454413,UHRF1 (ICBP90) binding protein 1-like [Source:MGI Symbol;Acc:MGI:2442888],ENSMUSG00000019951,ENSG00000111647,ENSMUSP00000020112,A0JNW5,A0JNW5,UH1BL_HUMAN,A2RSJ4,A2RSJ4;Q8C318,UH1BL_MOUSE
CEP250,Cep250,1167.924668,1202.803051,1453.176528,1144.208992,1389.033443,1492.306489,808.265825,825.2347348,1010.490596,2874.608042,2873.392049,3306.037526,3893.904936,3071.044861,3222.787352,2968.031326,3022.796138,3288.378642,centrosomal protein 250 [Source:MGI Symbol;Acc:MGI:108084],ENSMUSG00000038241,ENSG00000126001,,Q9BV73,Q9BV73;A6PVI9;E7ETF9;E9PHT2,CP250_HUMAN,Q60952,Q60952;E9Q5A8;A3KGJ7,CP250_MOUSE
KIAA2013,KIAA2013,1129.791308,1506.497229,1421.492833,1166.432198,1827.073851,1140.567803,633.0941877,0,194.8458064,12147.83351,14566.35522,12624.32564,13813.58155,14112.19889,13915.84686,12296.75716,13821.28551,14647.13379,RIKEN cDNA 2510039O18 gene [Source:MGI Symbol;Acc:MGI:1924284],ENSMUSG00000044496,ENSG00000116685,ENSMUSP00000099522,Q8IYS2,Q8IYS2,K2013_HUMAN,Q91X21,Q91X21,K2013_MOUSE
SLC9A6,Slc9a6,1430.957998,1157.514698,1107.58198,1168.410725,708.8458334,1105.483738,1675.522228,0,1198.827683,6283.172293,4670.218702,5711.962904,7227.050904,7677.579753,9655.311617,6387.949424,6696.098577,7186.69018,"solute carrier family 9 (sodium/hydrogen exchanger), member 6 [Source:MGI Symbol;Acc:MGI:2443511]",ENSMUSG00000060681,ENSG00000198689,ENSMUSP00000115364,Q92581,Q92581;A0A0D9SGH0;A0A1B0GV11,SL9A6_HUMAN,A1L3P4,A1L3P4;D3Z0Q9,A1L3P4_MOUSE
CEP350,Cep350,1629.267379,996.6870563,1344.276852,1174.018613,1138.970194,1459.266731,705.6306844,989.7528208,1007.309254,1658.652988,1754.678747,1966.412802,2157.684192,2437.711802,2652.621125,2535.176556,2396.644505,2675.102885,centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331],ENSMUSG00000033671,ENSG00000135837,ENSMUSP00000120085,Q5VT06,Q5VT06;H0Y7F7,CE350_HUMAN,E9Q309,E9Q309,CE350_MOUSE
LATS1,Lats1,1834.469341,1169.549004,1167.619777,1235.845441,1172.833174,1231.631337,548.2165161,1077.229581,920.2820278,6391.797069,6492.517439,6712.956172,8549.760806,7812.02378,8778.529773,8000.688105,7720.827968,7953.925344,large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883],ENSMUSG00000040021,ENSG00000131023,ENSMUSP00000132078,O95835,O95835,LATS1_HUMAN,Q8BYR2,Q8BYR2;Q7TSJ6;G3UXG3;G3UY78,LATS1_MOUSE
CLASP1,Clasp1,1282.661832,960.1988069,1093.82336,1240.425846,1159.85805,1595.153823,937.1339961,559.8263006,773.8288923,1858.719244,2014.252546,1696.384618,1509.239348,1593.874942,740.730302,1141.998001,1838.559934,1383.904161,CLIP associating protein 1 [Source:MGI Symbol;Acc:MGI:1923957],ENSMUSG00000064302,ENSG00000074054,ENSMUSP00000140019,F8WA11;H0Y5T1,F8WA11;H0Y5T1,F8WA11_HUMAN;H0Y5T1_HUMAN,A0A087WNW8;A0A087WP42;A0A087WQ31;A0A087WQ95;A0A087WQF1;A0A087WRE8;A0A087WRK0;A0A087WS18;A0A0A6YXZ1;A0A0N4SUT7;E9Q6L0;E9QKH0;E9QNY9;J3QP81,E9QKH0;A0A087WNW8;A0A0N4SUT7;A0A087WQ95;A0A087WP42;A0A087WS18;E9QNY9;A0A087WQF1;E9Q6L0;A0A087WQ31;A0A0A6YXZ1;A0A087WRK0;A0A087WRE8;J3QP81,A0A087WNW8_MOUSE;A0A087WP42_MOUSE;A0A087WQ31_MOUSE;A0A087WQ95_MOUSE;A0A087WQF1_MOUSE;A0A087WRE8_MOUSE;A0A087WRK0_MOUSE;A0A087WS18_MOUSE;A0A0A6YXZ1_MOUSE;A0A0N4SUT7_MOUSE;E9Q6L0_MOUSE;E9QKH0_MOUSE;E9QNY9_MOUSE;J3QP81_MOUSE
ZNF574,ZNF574,0,2315.217222,2230.203072,1242.042068,1282.752154,1406.748414,0,1440.787425,1208.302172,6313.392618,5166.64859,5245.488377,5664.703013,6438.624259,7312.925237,5880.128485,6744.914375,8323.119927,zinc finger protein 574 [Source:MGI Symbol;Acc:MGI:2442951],ENSMUSG00000045252,ENSG00000105732,,Q6ZN55,Q6ZN55;A0A0C4DFM2,ZN574_HUMAN,Q8BY46,Q8BY46,ZN574_MOUSE
HERC1,Herc1,779.852628,923.3699035,988.6734692,1245.379717,1240.318636,1139.146193,864.586306,814.0658851,848.001824,13343.40993,14723.67603,13002.96726,14715.57714,15653.18877,15525.01099,15475.50178,14377.20317,15780.9593,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:MGI Symbol;Acc:MGI:2384589],ENSMUSG00000038664,ENSG00000103657,ENSMUSP00000044801,Q15751,Q15751,HERC1_HUMAN,E9PZP8,E9PZP8,E9PZP8_MOUSE
ASPM,Aspm,1459.330642,1039.28237,1317.161412,1259.458097,1204.110412,1309.010808,886.2994461,675.0663942,857.6431483,681.5864675,593.7358465,625.6607798,949.2045614,970.8780053,883.7214398,793.7572117,486.8701047,704.9777758,abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448],ENSMUSG00000033952,ENSG00000066279,ENSMUSP00000142880,Q8IZT6,Q8IZT6;Q5VYL4,ASPM_HUMAN,Q8CJ27,Q8CJ27,ASPM_MOUSE
NCAPD2,Ncapd2,1241.457654,1960.446018,1685.683969,1274.484011,1354.390997,1761.98743,1213.693268,1596.497512,2192.562601,21395.19982,23146.79583,20956.17822,25524.70886,25319.63603,24605.65525,23816.17815,23317.2841,26374.54428,"non-SMC condensin I complex, subunit D2 [Source:MGI Symbol;Acc:MGI:1915548]",ENSMUSG00000038252,ENSG00000010292,,Q15021,Q15021,CND1_HUMAN,A0A0R4J0H7,A0A0R4J0H7,A0A0R4J0H7_MOUSE
PDXDC1,Pdxdc1,1174.387841,1234.37175,1639.799358,1301.313845,1777.151556,2269.089639,714.6106065,1233.609996,628.3018536,31130.09906,36212.74457,32860.03194,37840.34461,38153.15582,39027.80491,37421.75695,40523.99127,37325.23115,pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909],ENSMUSG00000022680,ENSG00000179889,ENSMUSP00000023361,Q6P996,Q6P996;Q86XE2;H3BND4;H3BNL6;J3KNK7,PDXD1_HUMAN,A0A0R4J034,A0A0R4J034,A0A0R4J034_MOUSE
WRN,Wrn,1613.161784,1551.570108,1195.583501,1323.490338,1796.962622,1328.306049,840.3137088,1367.108191,1074.582575,5415.308553,6010.456626,5508.357386,6767.877413,6267.633393,6806.128284,6700.005075,5925.233572,6630.71054,Werner syndrome RecQ like helicase [Source:MGI Symbol;Acc:MGI:109635],ENSMUSG00000031583,ENSG00000165392,ENSMUSP00000033990,Q14191,Q14191,WRN_HUMAN,O09053,O09053;A0A1B0GR54,WRN_MOUSE
NFATC3,Nfatc3,1672.424176,1699.008271,1392.705245,1329.222774,2094.415617,1962.05692,999.0265181,1079.737335,775.4034033,2758.639478,2057.708398,2035.443455,2770.969515,2244.18139,2183.312261,2572.328921,2356.354683,1690.181347,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]",ENSMUSG00000031902,ENSG00000072736,,Q12968,Q12968;I3L3K7;H3BRS1;H3BR83,NFAC3_HUMAN,B5B2U2;Q3UZ64,B5B2U1;Q3UZ64;B5B2U2,B5B2U2_MOUSE;Q3UZ64_MOUSE
PCNX3,Pcnx3,752.2595306,609.1863807,1014.225369,1345.230878,1512.451728,1614.670526,995.9205447,1042.3687,649.0776063,914.1637718,950.3282038,0,1171.259253,805.3038233,788.5937908,915.7044242,1442.996211,893.2646262,pecanex homolog 3 [Source:MGI Symbol;Acc:MGI:1861733],ENSMUSG00000054874,ENSG00000197136,ENSMUSP00000109245,Q9H6A9,Q9H6A9,PCX3_HUMAN,Q8VI59,Q8VI59;F6VP43,PCX3_MOUSE
HSPG2,Hspg2,0,1367.238924,1463.472654,1351.044551,1886.470991,1862.50593,1525.79979,1645.471289,1576.291375,1474.331093,1913.087207,1675.466182,1778.808311,1804.931347,1545.942079,1511.496172,1938.924288,2029.879187,perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257],ENSMUSG00000028763,ENSG00000142798,ENSMUSP00000030547,P98160,P98160;H7BYA5,PGBM_HUMAN,B1B0C7;E9PZ16,E9PZ16;B1B0C7,B1B0C7_MOUSE;E9PZ16_MOUSE
SACS,Sacs,1607.22607,1210.34677,1154.014103,1364.300314,1273.826278,1173.02091,715.2264826,679.0957145,771.6418104,2186.000874,2264.979239,2243.786976,2589.827018,2524.081992,2558.540992,2430.347389,2406.066331,2663.400867,sacsin [Source:MGI Symbol;Acc:MGI:1354724],ENSMUSG00000048279,ENSG00000151835,ENSMUSP00000086816,Q9NZJ4,Q9NZJ4,SACS_HUMAN,Q9JLC8,Q9JLC8;E9QNY8,SACS_MOUSE
NOTCH3,Notch3,1666.682715,1508.817958,1507.482953,1384.587123,1313.020746,1156.836328,909.03145,754.4143988,735.9147955,3277.738851,3594.465913,3417.377822,3916.199703,4090.131138,4378.035094,3861.777386,3952.887925,3950.263452,notch 3 [Source:MGI Symbol;Acc:MGI:99460],ENSMUSG00000038146,ENSG00000074181,ENSMUSP00000085016,Q9UM47,Q9UM47;M0QZN3,NOTC3_HUMAN,Q61982,Q61982,NOTC3_MOUSE
CPSF6,Cpsf6,3857.860645,2017.647067,2258.681504,1391.803745,895.7074941,1562.486121,1403.456942,1446.124335,925.651218,186552.5194,196948.6221,177152.2313,190885.3462,185136.518,192732.8529,189681.8118,179642.9044,188054.8135,cleavage and polyadenylation specific factor 6 [Source:MGI Symbol;Acc:MGI:1913948],ENSMUSG00000055531,ENSG00000111605,ENSMUSP00000068408,Q16630,Q16630;F8WJN3,CPSF6_HUMAN,H3BJW3,H3BJW3,H3BJW3_MOUSE
PLXNA3,Plxna3,1105.565822,1440.705047,1429.558069,1401.34077,1567.063448,1670.4026,1119.378533,580.6282408,687.4581436,2865.971405,3781.559174,3578.174298,4105.394341,3330.547039,4140.169744,3203.309855,4275.775223,4231.145278,plexin A3 [Source:MGI Symbol;Acc:MGI:107683],ENSMUSG00000031398,ENSG00000130827,,P51805,P51805,PLXA3_HUMAN,P70208,P70208,PLXA3_MOUSE
GSE1,Gse1,1586.843353,900.124807,1696.268221,1403.403759,1206.931825,1058.779138,699.1036393,0,1435.339667,7883.301583,7784.007954,8144.967978,9189.675836,9242.592415,9450.965566,8633.407699,8941.337182,8398.313348,"genetic suppressor element 1, coiled-coil protein [Source:MGI Symbol;Acc:MGI:1098275]",ENSMUSG00000031822,ENSG00000131149,ENSMUSP00000137811,Q14687,Q14687;H0Y613;H7C3B5,GSE1_HUMAN,M0QWG1,M0QWG1,M0QWG1_MOUSE
AKAP11,Akap11,1126.189233,1578.999219,1139.796182,1463.981232,1386.599916,1486.975406,1113.305547,916.7106291,991.8441731,2010.4185,2025.408885,2128.724177,2065.340785,1657.318511,1776.258943,1588.383803,2294.59411,2252.490435,A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060],ENSMUSG00000022016,ENSG00000023516,ENSMUSP00000116015,Q9UKA4,Q9UKA4,AKA11_HUMAN,E9Q777,E9Q777,E9Q777_MOUSE
MRTFA,Mrtfa,2054.522902,1320.735495,1807.2272,1474.599783,1871.130739,1194.083127,755.551245,1235.112965,1491.144309,2985.37635,0,0,0,3988.869189,0,3742.530972,4958.581209,5042.599388,myocardin related transcription factor A [Source:MGI Symbol;Acc:MGI:2384495],ENSMUSG00000042292,ENSG00000196588,ENSMUSP00000119530,Q969V6,Q969V6;E7ER32;B0QY83;A0A087X287;A0A494BZX7;A0A499FIJ6;W0Z7M9;A0A087WU73,MRTFA_HUMAN,Q8K4J6,Q8K4J6;A0A5F8MQ33;D3YUI2;D3YUG5,MRTFA_MOUSE
DYNC2H1,Dync2h1,2060.892928,1585.842389,1443.332721,1486.72298,1676.753135,1623.278176,953.2987077,904.762052,782.4267383,2250.854676,2353.289415,2035.459164,2738.547555,2484.520825,2396.836845,2403.312577,2299.228785,2443.412024,dynein cytoplasmic 2 heavy chain 1 [Source:MGI Symbol;Acc:MGI:107736],ENSMUSG00000047193,ENSG00000187240,ENSMUSP00000120007,Q8NCM8,Q8NCM8,DYHC2_HUMAN,Q45VK7,Q45VK7,DYHC2_MOUSE
SIK2,Sik2,1843.728699,876.342666,1103.997323,1499.205192,790.3060872,1605.856932,671.6988758,527.5589565,632.7141595,3925.270249,4893.19456,4020.281206,6189.468442,5226.05675,4305.101652,4815.238659,3865.52061,3924.694759,salt inducible kinase 2 [Source:MGI Symbol;Acc:MGI:2445031],ENSMUSG00000037112,ENSG00000170145,ENSMUSP00000134936,Q9H0K1,Q9H0K1,SIK2_HUMAN,Q8CFH6,Q8CFH6;H3BKG1;F8VPT7;H3BJC9,SIK2_MOUSE
PLCB4,Plcb4,2148.712264,1760.238315,1356.918585,1527.079009,1529.928522,1936.567114,0,1195.639767,1353.889659,2190.416077,1657.177303,2059.282484,1714.352551,2242.24302,2693.041224,2388.184346,1515.218313,2368.513585,"phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]",ENSMUSG00000039943,ENSG00000101333,,Q15147,Q15147,PLCB4_HUMAN,A2AT91;Q91UZ1;V9GXQ9,Q91UZ1;V9GXQ9;A2AT91,A2AT91_MOUSE;Q91UZ1_MOUSE;V9GXQ9_MOUSE
MICAL3,Mical3,1262.171475,1560.97125,1398.277748,1532.348452,1641.719489,1705.669387,887.5479625,999.5745731,1039.943622,3227.154963,3165.784924,3110.950495,4136.275814,3678.478618,3816.106922,3667.562665,3149.130666,4019.930585,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442733]",ENSMUSG00000051586,ENSG00000243156,,Q7RTP6,Q7RTP6;J3KSK6;A0A5F9ZHV5,MICA3_HUMAN,Q8CJ19,Q8CJ19;A0A5F8MPU7;A0A5F8MPN4;A0A0N4SVV2;A0A0N4SWA5;A0A5F8MPF3,MICA3_MOUSE
TRMT13,Trmt13,0,3042.209747,2317.115476,1591.713619,1507.431428,0,1251.87007,2058.537551,1361.975744,9681.138679,10479.90551,12285.31451,15154.0239,11801.42281,10245.09582,13138.38672,15198.40509,14889.69926,tRNA methyltransferase 13 [Source:MGI Symbol;Acc:MGI:1925219],ENSMUSG00000033439,ENSG00000122435,ENSMUSP00000047320,Q9NUP7,Q9NUP7,TRM13_HUMAN,Q8BYH3,Q8BYH3;S4R2S3;V9GWW9;V9GXM2,TRM13_MOUSE
HERC2,Herc2,1462.036886,1499.151631,1436.292025,1593.644203,1551.977547,1707.651202,1023.333032,968.0649575,996.1059928,1043.696661,1079.246288,1106.650062,1390.887951,1272.129234,1291.397616,1228.545104,1344.832313,1119.373474,HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:103234],ENSMUSG00000030451,ENSG00000128731,ENSMUSP00000145771,O95714,O95714;A0A0J9YVP0;A0A3B3IRP6,HERC2_HUMAN,Q4U2R1,Q4U2R1,HERC2_MOUSE
ABLIM1,Ablim1,1821.618601,1539.10321,1639.655716,1595.166894,1653.648291,1258.440952,1057.203808,849.6866971,1051.710321,10595.73017,10373.55899,12459.04441,18312.56948,19806.57749,20708.97903,14143.92687,15634.17007,14355.04907,actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500],ENSMUSG00000025085,ENSG00000099204,ENSMUSP00000078336,F6XFR5;H0Y7N6;J3QSX6,J3QSX6;H0Y7N6;F6XFR5,F6XFR5_HUMAN;H0Y7N6_HUMAN;J3QSX6_HUMAN,Q8K4G5,Q8K4G5;E9Q030;E9Q9D1;E9Q9C2;E9QK41;E9Q9C0;E9Q9C7;E9Q9C4;E9Q9Q7;E9Q9D2;E9Q9C1,ABLM1_MOUSE
CACNA2D1,Cacna2d1,1246.180957,2383.863519,1077.457509,1606.4136,1811.861848,2118.833127,1623.727236,1208.347458,1052.266478,5387.702333,6326.933595,4894.89399,5443.771216,5441.583659,5541.939421,5592.278357,5819.445338,5719.286863,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",ENSMUSG00000040118,ENSG00000153956,ENSMUSP00000099117,P54289,P54289;E7ERK3,CA2D1_HUMAN,O08532,O08532;E9Q1X8,CA2D1_MOUSE
PRKAB2,Prkab2,1853.279479,3076.418427,0,1610.774863,3587.738375,3232.043574,1553.100242,1466.468313,2163.530652,169889.3419,187174.8273,164456.9076,286476.2521,300488.8234,283680.1272,264634.7745,298963.2804,225233.6932,"protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1336185]",ENSMUSG00000038205,ENSG00000131791,ENSMUSP00000115749,O43741,O43741,AAKB2_HUMAN,Q6PAM0,Q6PAM0;D6RG50,AAKB2_MOUSE
LRP2,Lrp2,1677.332687,1440.01258,1397.042362,1623.294301,1435.447133,1464.973758,1050.688913,1103.863783,975.5219517,5155.616321,5570.169627,5159.231912,6518.077099,6199.348744,6147.032721,5895.889415,6694.733194,5941.24582,low density lipoprotein receptor-related protein 2 [Source:MGI Symbol;Acc:MGI:95794],ENSMUSG00000027070,ENSG00000081479,ENSMUSP00000079752,P98164,P98164;A0A3B3IT64,LRP2_HUMAN,A2ARV4,A2ARV4;A2ARV5,LRP2_MOUSE
SHROOM3,Shroom3,1917.642142,0,2329.7001,1626.051085,1814.695506,2769.535694,1160.060319,0,1083.412975,15235.81253,16004.26299,14909.87125,17274.97304,18327.78527,17338.76827,17652.09581,17846.15507,17607.05713,shroom family member 3 [Source:MGI Symbol;Acc:MGI:1351655],ENSMUSG00000029381,ENSG00000138771,ENSMUSP00000108678,Q8TF72,Q8TF72;A0A2R8Y5P9,SHRM3_HUMAN,Q9QXN0,Q9QXN0;A0A0R4J1H8;E9Q6I3;E9QMY5;A0A286YDQ8,SHRM3_MOUSE
TMEM131L,Tmem131l,1401.794371,786.3868328,1529.688516,1631.411456,1438.057962,1918.206043,775.1106025,1403.109096,819.0170337,3108.702417,3696.266005,3967.133518,4074.105602,5537.758526,5368.135206,4559.251006,3533.826562,5013.651464,transmembrane 131 like [Source:MGI Symbol;Acc:MGI:2443399],ENSMUSG00000033767,ENSG00000121210,ENSMUSP00000141438,A2VDJ0,A2VDJ0;H0Y2M0,T131L_HUMAN,Q3U3D7,Q3U3D7;A0A0B4J1F5,T131L_MOUSE
TIAM1,Tiam1,2658.390595,1855.22334,1847.065894,1656.50371,1738.84752,2075.254944,1572.510032,1275.283943,1528.276864,3877.603613,3727.078513,3176.813358,4422.959794,4084.189883,3974.711275,4336.046705,3917.907426,3745.70354,T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306],ENSMUSG00000002489,ENSG00000156299,,Q13009,Q13009;A0A1B0GW57,TIAM1_HUMAN,Q60610,Q60610;G3UWG2;J3QQ55;E9Q1R7,TIAM1_MOUSE
NAV1,Nav1,2419.299378,2012.649118,1517.611096,1670.570674,1394.570926,1729.020445,1051.986894,1256.820147,954.458773,5209.908958,5834.027143,5298.224,6108.983988,6342.0452,6219.5372,5949.086633,5557.148248,6582.509428,neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683],ENSMUSG00000009418,ENSG00000134369,ENSMUSP00000067241,Q8NEY1,Q8NEY1;A0A0A0MRJ3;H0Y6F6,NAV1_HUMAN,Q8CH77,Q8CH77;A0A589P973,NAV1_MOUSE
EHMT2,Ehmt2,1869.472273,1409.595317,1490.408803,1689.090039,1882.188688,2258.567754,566.5412333,0,547.6364571,0,0,1794.862354,2701.380325,2534.508608,2539.841196,2092.961326,0,2576.531503,euchromatic histone lysine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:2148922],ENSMUSG00000013787,ENSG00000204371,ENSMUSP00000109667,A0A0G2JIR1;A0A0G2JIS2;A0A0G2JRR0;A2ABF8,A0A0G2JRR0;A2ABF8;A0A0G2JIS2;A0A0G2JIR1,A0A0G2JIR1_HUMAN;A0A0G2JIS2_HUMAN;A0A0G2JRR0_HUMAN;A2ABF8_HUMAN,A2CG76,A2CG76,A2CG76_MOUSE
PLCH1,Plch1,2941.550727,1856.507456,2102.736981,1694.95613,1582.909803,1457.173294,1188.738434,1509.713055,1093.675472,2160.890318,0,2008.381491,2497.775055,2897.364124,1894.680228,2106.667154,0,0,"phospholipase C, eta 1 [Source:MGI Symbol;Acc:MGI:2683547]",ENSMUSG00000036834,ENSG00000114805,ENSMUSP00000047693,A0A2U3TZV8,A0A2U3TZV8,A0A2U3TZV8_HUMAN,Q4KWH5,Q4KWH5;H3BKX1;I1E4X6;H3BKK4;A0A0A0MQM2;I1E4X4,PLCH1_MOUSE
GPRIN1,Gprin1,2291.000646,1449.879207,2079.775565,1699.175667,1812.2888,1685.889091,0,1435.79162,837.6519557,11018.28222,12460.61303,11799.25176,13817.575,14321.87226,14522.40096,14855.57188,13424.50911,12920.16016,G protein-regulated inducer of neurite outgrowth 1 [Source:MGI Symbol;Acc:MGI:1349455],ENSMUSG00000069227,ENSG00000169258,ENSMUSP00000115539,Q7Z2K8,Q7Z2K8,GRIN1_HUMAN,Q3UNH4,Q3UNH4,GRIN1_MOUSE
ZC3H12C,Zc3h12c,2446.628324,2928.692015,2183.286686,1708.346797,1459.574168,1830.61734,1508.947052,1619.179773,1917.573465,4148.342407,4934.062594,3899.294373,4984.246376,5068.926314,4957.278119,5430.082432,5704.198995,4950.147814,zinc finger CCCH type containing 12C [Source:MGI Symbol;Acc:MGI:3026959],ENSMUSG00000035164,ENSG00000149289,ENSMUSP00000150821,Q9C0D7,Q9C0D7;E9PP00,ZC12C_HUMAN,Q5DTV4,Q5DTV4;E9Q1I3,ZC12C_MOUSE
GXYLT1,Gxylt1,2368.720845,1906.989501,1715.284062,1714.814978,2061.196621,1707.094668,754.1117004,1316.038722,1087.2988,1433.041021,2246.916303,0,3795.077714,2457.175412,1371.106911,3278.792448,2907.873116,3597.688007,glucoside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684933],ENSMUSG00000036197,ENSG00000151233,ENSMUSP00000047281,Q4G148,Q4G148,GXLT1_HUMAN,Q3UHH8,Q3UHH8;D3Z6W7,GXLT1_MOUSE
PPP1R13L,Ppp1r13l,2270.963775,1808.846847,1583.053631,1717.366856,2784.860229,1149.712259,1240.05188,1097.511714,614.5403957,5302.225351,6151.670579,5236.939609,5435.998565,7415.680413,8837.972451,9544.93313,6391.749192,5913.599846,"protein phosphatase 1, regulatory subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]",ENSMUSG00000040734,ENSG00000104881,,Q8WUF5,Q8WUF5,IASPP_HUMAN,Q5I1X5,Q5I1X5;D3Z5Q5;D3YXE7;D3YVH2,IASPP_MOUSE
NRBP2,Nrbp2,4742.447074,2855.271267,3135.359786,1728.308546,3396.652507,3205.136197,2661.118342,2048.967205,1435.148091,3181.284331,0,3423.186627,4929.649924,3752.121432,2544.073544,0,3843.914131,4476.425054,nuclear receptor binding protein 2 [Source:MGI Symbol;Acc:MGI:2385017],ENSMUSG00000075590,ENSG00000185189,ENSMUSP00000154501,Q9NSY0,Q9NSY0,NRBP2_HUMAN,Q91V36,Q91V36;A0A0R4J002,NRBP2_MOUSE
PLS1,Pls1,0,1665.693355,0,1734.184976,1187.959275,1717.552168,796.3563377,821.0489251,831.2187729,17020.12251,20749.24341,17855.86538,18084.54102,18941.10827,19793.1631,18106.15117,20782.50219,22318.7579,plastin 1 (I-isoform) [Source:MGI Symbol;Acc:MGI:104809],ENSMUSG00000049493,ENSG00000120756,ENSMUSP00000091317,Q14651,Q14651,PLSI_HUMAN,Q3V0K9,Q3V0K9,PLSI_MOUSE
WDR62,Wdr62,2599.858723,2401.696677,2604.566234,1759.668955,2352.1526,1944.709837,1406.264247,1838.938242,1640.391972,1828.103993,2324.106208,1872.001795,2383.415811,2451.845912,2313.375236,2796.765891,2060.624363,1830.823607,WD repeat domain 62 [Source:MGI Symbol;Acc:MGI:1923696],ENSMUSG00000037020,ENSG00000075702,ENSMUSP00000116139,O43379,O43379,WDR62_HUMAN,Q3U3T8,Q3U3T8;E9QK36;F6R9F0,WDR62_MOUSE
ARHGAP32,Arhgap32,2598.103616,1852.664053,1614.747985,1763.401524,1565.65054,1739.374904,1421.762255,1626.579398,1100.949222,1748.374256,2009.897412,1717.09148,2219.050891,2115.398904,1977.163574,2009.092182,2402.688478,2564.416824,Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166],ENSMUSG00000041444,ENSG00000134909,ENSMUSP00000133898,A7KAX9,A7KAX9;G3V174,RHG32_HUMAN,Q811P8,Q811P8,RHG32_MOUSE
EPG5,Epg5,2009.32506,1683.515926,1691.627632,1778.321153,1823.463345,2570.582165,852.6536098,982.5935538,833.6252401,0,387.785138,271.5700714,371.4127815,0,548.0863832,0,544.4874172,289.9585766,ectopic P-granules autophagy protein 5 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1918673],ENSMUSG00000039840,ENSG00000152223,ENSMUSP00000038681,Q9HCE0,Q9HCE0;K7EPN4;K7EM87,EPG5_HUMAN,Q80TA9,Q80TA9,EPG5_MOUSE
